"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tid","Answer.completionCode","Answer.feedback","Approve","Reject"
"375VMB7D4IIJS1KWSL0T0I690AMDIU","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3KGTPGBS6XK4L2EAFFASCMYCEWNU2T","A3VZUPCZB4Q9XW","Submitted","Thu Jan 19 16:13:05 PST 2023","Thu Jan 19 16:26:48 PST 2023","Sat Jan 21 16:26:48 PST 2023","","","","823","100% (6/6)","0% (0/0)","0% (0/0)","tid_602","rw-IUVki717kU25WOilpnVB","{}"
"35O6H0UNLRFKJZP9VX3AE7XH08DJ54","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","3LS2AMNW5FPQ0GWYL4OK9Y4QCGTOQ4","A34GH9SAZ3NAGE","Submitted","Thu Jan 19 14:16:45 PST 2023","Thu Jan 19 14:24:03 PST 2023","Sat Jan 21 14:24:03 PST 2023","","","","438","100% (5/5)","0% (0/0)","0% (0/0)","tid_2","rw-Pc8cI9CytbsTSgtEU1RC","{}"
"3QQUBC64ZDDP4804G1EXZX5I2RSNXM","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3OVHNO1VE608AB60IRTHPX4VD5JZDO","A19FWZXTGX663T","Submitted","Thu Jan 19 15:31:41 PST 2023","Thu Jan 19 15:44:21 PST 2023","Sat Jan 21 15:44:21 PST 2023","","","","760","100% (4/4)","0% (0/0)","0% (0/0)","tid_603","rw-dMCnwhszM3q3ojXO0fYI","{}"
"38RHULDV9XEI17KN9G5JS6VU7QSIW8","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3WS1NTTKEYB86AE653BF7Y4U7B1F08","AVD6HMIO1HLFI","Submitted","Thu Jan 19 13:58:15 PST 2023","Thu Jan 19 14:04:03 PST 2023","Sat Jan 21 14:04:03 PST 2023","","","","348","100% (80/80)","100% (1/1)","0% (0/0)","tid_404","rw-LIZPcce8T8aJe5hCgoKZ","{}"
"302U8RURJY0X0JV9GMDFBC8XMGKNVJ","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3PXX5PX6LXXEU608S3MCDEPM1ZXABO","ARFQ8FJRKCUZ6","Submitted","Thu Jan 19 15:11:19 PST 2023","Thu Jan 19 15:33:30 PST 2023","Sat Jan 21 15:33:30 PST 2023","","","","1331","100% (19/19)","0% (0/0)","0% (0/0)","tid_203","rw-5RJbS2onBMRcWmlOBGjf","{}"
"371QPA24C1NF9KKV64F2DN79MUZT11","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","3XCC1ODXDLATXTOEDW5O3T9VN3ARQD","A41APS6V2Z1FJ","Submitted","Thu Jan 19 14:02:24 PST 2023","Thu Jan 19 14:09:54 PST 2023","Sat Jan 21 14:09:54 PST 2023","","","","450","100% (3/3)","100% (1/1)","0% (0/0)","tid_3","rw-jWTYpE8i8RlXdf3TKxKC","I know my score wasn't good, but I still had fun :)"
"3OREP8RUT1ACHDGHO19KKG5TICIGBY","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3DUZQ9U6SMNX3GK8EKZ3ZQDZQXCVS3","AD1WGUMVD6KED","Submitted","Thu Jan 19 14:26:30 PST 2023","Thu Jan 19 15:37:43 PST 2023","Sat Jan 21 15:37:43 PST 2023","","","","4273","100% (20/20)","0% (0/0)","0% (0/0)","tid_604","rw-d55hliroVzXZbP6VVjTQ","This was a fun task, thank you!"
"3NQUW096N579FCFL18S462FBQT1L9Z","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3XC1O3LBOSLVMBLTPG2NMMBJ1ILLTW","A324M5ZRHX7RUV","Submitted","Thu Jan 19 14:04:40 PST 2023","Thu Jan 19 14:08:52 PST 2023","Sat Jan 21 14:08:52 PST 2023","","","","252","94% (17/18)","0% (0/0)","0% (0/0)","tid_405","rw-3MTTEzo8lQeWfZRyvttX","{}"
"3Y7LTZE0YSLR4TKSEKE4ADDNINJUZI","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","3U5JL4WY5K865KNSOY43P8UESTFX41","A2AHXGFXPG6ZSR","Submitted","Thu Jan 19 17:42:36 PST 2023","Thu Jan 19 18:15:10 PST 2023","Sat Jan 21 18:15:10 PST 2023","","","","1954","100% (19/19)","100% (1/1)","0% (0/0)","tid_4","rw-KxYZ3Dej05ExW57wCwFD","{}"
"3FK4G712NWZEO46AUNPWZJYWABYSSV","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3U0SRXB7CD48UWBMX4D7ZZEQISORNR","A226S9LUL53Q01","Submitted","Thu Jan 19 14:05:22 PST 2023","Thu Jan 19 14:19:29 PST 2023","Sat Jan 21 14:19:29 PST 2023","","","","847","100% (11/11)","0% (0/0)","0% (0/0)","tid_204","rw-t622aRxwLYGPI0JMQFT0","{}"
"3Q7TKIAPOS9LI2S2DOX6SYY1HEGDL8","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3AUQQEL7U5SX270W5IGJPK7GV5RV0E","A411ZZABHZUNA","Submitted","Thu Jan 19 14:13:14 PST 2023","Thu Jan 19 14:18:19 PST 2023","Sat Jan 21 14:18:19 PST 2023","","","","305","100% (1/1)","0% (0/0)","0% (0/0)","tid_605","rw-lVdDAYndDN9Zi8IbOe1d","Thanks for the opportunity!  Sort of like Battleship!"
"3HYV4299HZVVV1MJFUZMTBUGXQI8EA","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3OJSZ2ATDSVUMOL1KQJF01N4QV057M","AOCZRH4QWLCMF","Submitted","Thu Jan 19 14:37:28 PST 2023","Thu Jan 19 14:46:23 PST 2023","Sat Jan 21 14:46:23 PST 2023","","","","535","100% (2/2)","0% (0/0)","0% (0/0)","tid_406","rw-9BL5lUWFHEDy7EA45hqv","I just wanted to wish you luck with your research! This was a very interesting and fun survey and I really enjoyed taking part in it. :)"
"3TLFH2L6Y8NMY52RP8FGI6HEE0DT2I","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","37Q970SNZE7HH44A76FES26J1T0S16","A1NURUSQ7BPB1S","Submitted","Thu Jan 19 13:57:42 PST 2023","Thu Jan 19 14:11:04 PST 2023","Sat Jan 21 14:11:04 PST 2023","","","","802","100% (1/1)","0% (0/0)","0% (0/0)","tid_5","rw-b5wxCP58sQEuM5AOrNpJ","{}"
"3BFF0DJK8WBF34JPJNUM9OUICUCSTK","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3KB8R4ZV1E6F4XDBE3EM900PZU0BGR","ARQR5NIFA1AJ","Submitted","Thu Jan 19 14:08:19 PST 2023","Thu Jan 19 14:56:20 PST 2023","Sat Jan 21 14:56:20 PST 2023","","","","2881","100% (4/4)","0% (0/0)","0% (0/0)","tid_205","rw-s79EwYOqiZbzgIGVvqRZ","{}"
"39HYCOOPKNK5OKAND0YLSBDQHJ6DMA","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3PW9OPU9PQJOC5NCDR081KTF3Z812J","A1GFQ3XB4VSDHT","Submitted","Thu Jan 19 14:32:01 PST 2023","Thu Jan 19 14:40:42 PST 2023","Sat Jan 21 14:40:42 PST 2023","","","","521","100% (3/3)","0% (0/0)","0% (0/0)","tid_606","rw-m65cNNqwElHlxdY5SAdN","{}"
"3DA79LNS58UBJNYAT8TL1GM6KEDT3T","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","3TEM0PF1Q5WB8Q0AEXGPJY19VYOD0Y","A2R9QZC9XZJZJO","Submitted","Thu Jan 19 14:14:50 PST 2023","Thu Jan 19 14:20:34 PST 2023","Sat Jan 21 14:20:34 PST 2023","","","","344","100% (2/2)","0% (0/0)","0% (0/0)","tid_6","rw-m1uefPRrWCTdHxye7RYT","{}"
"36QZ6V1588CU3HYEJSKWEKGKV8JSUB","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3TYCR1GOTCIR8NUSV8R58AC0MFQLZX","A8ZUM922CBH6S","Submitted","Thu Jan 19 19:55:26 PST 2023","Thu Jan 19 20:35:04 PST 2023","Sat Jan 21 20:35:04 PST 2023","","","","2378","100% (18/18)","0% (0/0)","0% (0/0)","tid_407","rw-ELq54s2Syp1ym9PE1yPB","{}"
"37J05LC5AWIFNC42A3LTCJL9DPBDJ6","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3PM8NZGV8YFDUPAQMVBGSBVJOKXXQH","A30T7W6C4BJGDV","Submitted","Thu Jan 19 14:12:39 PST 2023","Thu Jan 19 14:16:50 PST 2023","Sat Jan 21 14:16:50 PST 2023","","","","251","100% (1/1)","0% (0/0)","0% (0/0)","tid_206","rw-tVmPG7xoZpwd9lEeQvKA","{}"
"3WRKFXQBOA6MQCFNOHN7D3GAIYSIY7","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3KYQYYSHYV6WB7STGII09ZXRT16DOQ","A2ZGZQDUKF2B4G","Submitted","Thu Jan 19 14:27:43 PST 2023","Thu Jan 19 14:36:39 PST 2023","Sat Jan 21 14:36:39 PST 2023","","","","536","100% (10/10)","0% (0/0)","0% (0/0)","tid_607","rw-gGYxLTd0TdMarOX3dLyS","{}"
"388FBO7JZQSE4DQELX0ZIBCR4XMNYS","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3HVVDCPGTERFMASS8VRDGUDFAXNTYU","A3R5OJR60C6004","Submitted","Thu Jan 19 13:56:49 PST 2023","Thu Jan 19 14:08:40 PST 2023","Sat Jan 21 14:08:40 PST 2023","","","","711","100% (9/9)","0% (0/0)","0% (0/0)","tid_408","rw-xX1z2c2ro8OP4Oc5dijg","{}"
"3LOJFQ4BOWEAYWAKSOL5DYLMSEBDK5","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3PWWM24LHSX6N57XCC9NGUGNH5I82E","A248BJFNAGMMBH","Submitted","Thu Jan 19 14:57:56 PST 2023","Thu Jan 19 15:02:05 PST 2023","Sat Jan 21 15:02:05 PST 2023","","","","249","100% (1/1)","0% (0/0)","0% (0/0)","tid_207","rw-bxpSI32WgQHHJ976IZ2R","{}"
"3K1H3NEY7KY5WAE12X0QF6TTLXUGD5","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3TEM0PF1Q5WB8Q0AEXGPJY19VYQ0DN","A2OU4N4VBIE91I","Submitted","Thu Jan 19 14:25:32 PST 2023","Thu Jan 19 16:07:43 PST 2023","Sat Jan 21 16:07:43 PST 2023","","","","6131","100% (7/7)","0% (0/0)","0% (0/0)","tid_608","rw-KqBKSlgTi6IQgOQQhxzf","{}"
"322ZSN9Z5FJW1JHETMY4BLECYE9T4E","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","3IFS6Q0HJIISHA08FD0KK1N5IVBISO","A5NE8TWS8ZV7B","Submitted","Thu Jan 19 13:56:26 PST 2023","Thu Jan 19 14:07:59 PST 2023","Sat Jan 21 14:07:59 PST 2023","","","","693","100% (37/37)","0% (0/0)","0% (0/0)","tid_7","rw-XKvsADYcabx6r8ijPCeK","{}"
"3IHWR4LC7CC7B6O5BDPDEQS8PJP8IJ","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:58 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:58 PST 2023","","","33CID57104SQNUNZA1WW497L7J73LW","A38DXFI1TZA295","Submitted","Thu Jan 19 13:59:46 PST 2023","Thu Jan 19 15:15:40 PST 2023","Sat Jan 21 15:15:40 PST 2023","","","","4554","100% (54/54)","0% (0/0)","0% (0/0)","tid_8","rw-KsGm0L2el6VZnmL7LAAi","that was fun"
"3VGZ74AYTFFVRI8N215FV0BB0XIGC5","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3XCC1ODXDLATXTOEDW5O3T9VN3ERQH","A1TW2BZRRS874Z","Submitted","Thu Jan 19 14:25:09 PST 2023","Thu Jan 19 14:34:10 PST 2023","Sat Jan 21 14:34:10 PST 2023","","","","541","100% (7/7)","0% (0/0)","0% (0/0)","tid_208","rw-xtZQi9eSIeIuLr29Gldu","{}"
"3TD33TP5DK1B7M3E21HAOUUQKH5BAH","3NQ8A4S0YCZTQOWK708Q9OO9MD960I","Guess shapes from clues","Guess the shape and location of several rectangles based on cryptic clues.","psychology, reasoning, learning","$1.50","Thu Jan 19 13:55:56 PST 2023","1","BatchId:4991696;OriginalHitTemplateId:928390828;","7200","172800","Tue Jan 24 13:55:56 PST 2023","","","3483FV8BEEIJJRO9JXCPWGKWBBT26P","A1E7IRBPHID9JC","Submitted","Thu Jan 19 18:35:48 PST 2023","Thu Jan 19 18:44:54 PST 2023","Sat Jan 21 18:44:54 PST 2023","","","","546","100% (11/11)","0% (0/0)","0% (0/0)","tid_609","rw-X899Gaqavx88b6gcM1j8","{}"
